Site ID	Location Name	County	Issue Codes	Priority
CO-COSTILLA-SLV-SOUTHERN-RATTLESNAKE-TRESTLE	San Luis Valley Southern Rattlesnake Trestle	Costilla	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-CUSTER-WESTCLIFFE-DRG-ENGINE-HOUSE	Westcliffe D&RG Engine House & Turntable Remains	Custer	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DENVER-MIDWEST-STEEL-IRON-WORKS	Midwest Steel & Iron Works Company Complex	Denver	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOLORES-ATLANTIC-CABLE-MINE	Atlantic Cable Mine & Headframe Complex	Dolores	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOLORES-DUNTON-MINING-CAMP	Dunton Mining Camp & Townsite	Dolores	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOLORES-ENTERPRISE-NEWMAN-HILL	Enterprise Mine & Newman Hill Silver Complex	Dolores	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOLORES-RICO-MINING-DISTRICT	Rico / Pioneer Mining District & Historic Townsite	Dolores	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOLORES-RICO-RGS-YARD	Rico Rio Grande Southern Railroad Yard & Enginehouse Complex	Dolores	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOLORES-RICO-ARGENTINE-ST-LOUIS	Rico-Argentine Mine & St. Louis Tunnel Complex	Dolores	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-DOUGLAS-SEDALIA-WATER-TANK	Santa Fe Railway / Sedalia Water Tank	Douglas	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-BELDEN	Belden Mining & Railroad Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-CAMP-HALE	Camp Hale	Eagle	MEDIA_PACKAGED_STATUS_MISSING,MEDIA_RIGHTS_MISSING,MEDIA_SOURCE_PAGE_MISSING,MEDIA_STATUS_INCOMPLETE,MISSING_CONTENT_UPDATED_AT	HIGH
CO-EAGLE-FULFORD-CAMP	Fulford / Nolan's Creek Mining Camp	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-GILMAN-EAGLE-MINE	Gilman / Eagle Mine & Company Town Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-GOLD-PARK	Gold Park Mining Camp & Mill Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-HOLY-CROSS-CITY	Holy Cross City Mining Camp & Mill Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-MINTURN-RAILROAD	Minturn D&RGW Railroad Division Point & Yard Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-RED-CLIFF-BRIDGE	Red Cliff Bridge	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-RED-CLIFF	Red Cliff Mining Town & Railroad Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EAGLE-TENNESSEE-PASS-RAILROAD	Tennessee Pass D&RG/D&RGW Railroad Tunnel & Summit Complex	Eagle	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EL-PASO-CALHAN-ROCK-ISLAND-DEPOT	Calhan Rock Island Railroad Depot	El Paso	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-EL-PASO-MIDLAND-ROUNDHOUSE	Midland Terminal Railroad Roundhouse	El Paso	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GARFIELD-CARDIFF-COKE-OVENS	Cardiff Coke Ovens	Garfield	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GARFIELD-GLENWOOD-HYDRO-PLANT	Glenwood Springs Hydroelectric Plant	Garfield	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-APEX-PINE-DISTRICT	Apex Mining Camp & Pine–Kingston–Apex District	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-BATES-HUNTER-GOLDEN-GILPIN	Bates–Hunter Mine & Golden Gilpin Mill Complex	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-CENTRAL-BLACK-HAWK	Central City–Black Hawk Mining District	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-COLORADO-CENTRAL-BRANCH	Colorado Central / C&S Black Hawk–Central City Railroad Complex	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-GILPIN-TRAMWAY	Gilpin Tramway / Gilpin Railroad Mining Railroad Network	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-GREGORY-BOBTAIL-GUNNELL	Gregory–Bobtail–Gunnell Gold Discovery & Mine Landscape	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-HIDEE	Hidee Gold Mine	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-NEVADAVILLE	Nevadaville Mining Camp & Ghost Townsite	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-PERIGO-GOLD-DIRT	Perigo / Gold Dirt–Gamble Gulch Mining District & Ghost Camps	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-QUARTZ-HILL-LANDSCAPE	Quartz Hill Mining & Gilpin Tramway Landscape	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GILPIN-RUSSELL-GULCH	Russell Gulch Mining Camp & District	Gilpin	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GRAND-ARIZOBA-MINE	Arizoba Mine	Grand	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GRAND-BIG-DIKE-LODE	Big Dike Lode	Grand	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GRAND-BLUE-RIDGE-MINE	Blue Ridge Mine	Grand	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GRAND-COZENS-RANCH	Cozens Ranch House & Stage Stop	Grand	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GRAND-MOFFAT-TUNNEL-WEST-PORTAL	Moffat Tunnel West Portal / West Portal Construction Camp	Grand	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-8TH-STREET-SCHOOL	8th Street School / West Gunnison Schoolhouse	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-AUGUSTA-MINE	Augusta Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-BLACK-QUEEN-MINE	Black Queen Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-CAMP-BIRD-MINE	Camp Bird Mine (Box Canyon District)	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-CARTER-MINE	Carter Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-ERIE-MINE	Erie Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-FOREST-HILL-MINE	Forest Hill Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-IDA-MAY-MINE	Ida May Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-INDEPENDENCE-MINE	Independence Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-KEYSTONE-MINE	Keystone Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-LUCKY-STRIKE-MINE-CHANCE	Lucky Strike Mine (Chance Area)	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-PITKIN-SCHOOLHOUSE	Pitkin Schoolhouse	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-RAYMOND-MINE	Raymond Mine	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-SHEEP-MOUNTAIN-TUNNEL	Sheep Mountain Tunnel	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-GUNNISON-SMITH-OPERA-HOUSE	Smith Opera House / Grand Apartments	Gunnison	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-BONANZA-EMPIRE-CHIEF	Bonanza–Empire Chief Mine & Mill	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-BURROWS-PARK-MINING-CAMPS	Burrows Park / Tellurium–White Cross–Argentum Mining Camps	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-CAPITOL-CITY-COMPLEX	Capitol City Mining Town, Smelter & Sawmill Complex	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-CARSON-OLD-CARSON-CAMPS	Carson & Old Carson Mining Camps	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-LAKE-CITY-BRANCH-RAILROAD	D&RG / D&RGW Lake City Branch Railroad Corridor	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-GOLCONDA-MINING-COMPLEX	Golconda Mine, Boarding House & Compressor Complex	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-GOLDEN-FLEECE-MINE-COMPLEX	Golden Fleece / Hotchkiss Mine Complex	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-HIDDEN-TREASURE-HARD-TACK-COMPLEX	Hidden Treasure–Hard Tack Mine, Mill & Treasure City Complex	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-LAKE-CITY-HISTORIC-DISTRICT	Lake City Historic District / Mining Supply Town	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-SHERMAN-BLACK-WONDER-COMPLEX	Sherman Mining Camp & Black Wonder Mill Complex	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HINSDALE-UTE-ULAY-HENSON-COMPLEX	Ute-Ulay Mine, Mill & Henson Complex	Hinsdale	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-HUERFANO-LA-VETA-PASS-DEPOT	La Veta Pass Narrow Gauge Railroad Depot	Huerfano	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-CAMP-GEORGE-WEST	Camp George West Military Training Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-DENVER-ORDNANCE	Denver Ordnance Plant / Denver Federal Center WWII Industrial Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-MARTIN-TITAN-TEST	Glenn L. Martin Titan Missile Test Facilities / Air Force Plant PJKS	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-LEYDEN-COAL	Leyden Coal Mine, Company Town & Railroad Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-LARIAT-TRAIL	Lookout Mountain Lariat Trail & Denver Mountain Parks Road Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-MORRISON-STONE	Morrison Stone, Lime & Town Company Quarry and Industrial Town Landscape	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-MOUNT-FALCON-WALKER	Mount Falcon Walker Estate & Summer White House Ruins Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-PLATTE-CANYON-DSPP	Platte Canyon DSP&P / Colorado & Southern Railroad Corridor	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-RED-ROCKS-CCC	Red Rocks Park & Mount Morrison CCC–WPA Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-ROCKY-FLATS	Rocky Flats Nuclear Weapons Plant & Cleanup Landscape	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-JEFFERSON-SCHWARTZWALDER-RALSTON	Schwartzwalder Mine & Ralston Buttes Uranium Complex	Jefferson	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LA-PLATA-COLORADO-UTE-POWER-PLANT	Colorado Ute Power Plant / Durango Light & Power Building	La Plata	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAKE-BLACK-CLOUD	Black Cloud Mine / Leadville Unit / Irene Shaft	Lake	MEDIA_PACKAGED_STATUS_MISSING,MEDIA_RIGHTS_MISSING,MEDIA_SOURCE_PAGE_MISSING,MEDIA_STATUS_INCOMPLETE,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES	HIGH
champion	Champion Mill	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
chrysolite	Chrysolite Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAKE-CLIMAX-MOLY	Climax Molybdenum Mine / Climax Mine	Lake	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
hagerman	Hagerman Trestle	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
little-jonny	Ibex / Little Jonny Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAKE-LEADVILLE-DRAINAGE-TUNNEL	Leadville Mine Drainage Tunnel / LMDT	Lake	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
maid-of-erin	Maid of Erin Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
matchless	Matchless Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
morning-star	Morning Star Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OVERVIEW,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
new-monarch	New Monarch Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OVERVIEW,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
oro-city	Oro City & California Gulch Placer Diggings	Lake	LEGACY_OR_INVALID_SITE_ID,MEDIA_PACKAGED_STATUS_MISSING,MEDIA_RIGHTS_MISSING,MEDIA_SOURCE_PAGE_MISSING,MEDIA_STATUS_INCOMPLETE,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES	HIGH
printer-boy	Printer Boy Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OVERVIEW,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAKE-STUMPTOWN	Stumptown Mining Camp	Lake	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAKE-TUCSON	Tucson Mine Ruins	Lake	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAKE-TWIN-LAKES-DISTRICT	Twin Lakes Historic District / Historic Twin Lakes Village	Lake	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
wolftone	Wolftone Mine	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
yak-tunnel	Yak Tunnel / California Gulch Yak Tunnel	Lake	LEGACY_OR_INVALID_SITE_ID,MISSING_CONTENT_UPDATED_AT,MISSING_OVERVIEW,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LARIMER-GREAT-WESTERN-EFFLUENT-FLUME	Great Western Sugar Effluent Flume & Bridge	Larimer	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LAS-ANIMAS-COKEDALE-COKE-OVENS	Cokedale Mine & Coke Ovens Historic District	Las Animas	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LINCOLN-HUGO-UP-ROUNDHOUSE	Hugo Union Pacific Railroad Roundhouse	Lincoln	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-LOGAN-STERLING-UP-RAILROAD-DEPOT	Sterling Union Pacific Railroad Depot	Logan	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MESA-CALAMITY-CAMP	Calamity Camp Uranium-Mining Structures	Mesa	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-BACHELOR-CITY-TOWNSITE	Bachelor City / Teller Ghost Townsite	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-BACHELOR-COMMODORE-COMPLEX	Bachelor–Commodore Mine Complex	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-BULLDOG-MINE-COMPLEX	Bulldog Mine & Mill / Homestake Bulldog Mountain Complex	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-CREEDE-DRG-DEPOT-TERMINAL	Creede Denver & Rio Grande Depot & Terminal Railroad Site	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-LAST-CHANCE-MINE	Last Chance Mine	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-WAGON-WHEEL-GAP-FLUORSPAR	Wagon Wheel Gap Fluorspar Mine & Mill	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MINERAL-WAGON-WHEEL-GAP-RAILROAD-STATION	Wagon Wheel Gap Railroad Station / D&RG Depot	Mineral	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MOFFAT-BROMIDE-CHARCOAL-KILNS	Bromide Charcoal Kilns & Smelter Site	Moffat	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MONTROSE-CIMARRON-RAIL-EXHIBIT	Cimarron Pratt Truss Bridge & Rail Exhibit	Montrose	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-MORGAN-FORT-MORGAN-POWER-PLANT	Fort Morgan Power Plant Building	Morgan	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OTERO-MANZANOLA-SANTA-FE-DEPOT	Santa Fe Railway Manzanola Depot	Otero	MISSING_CONTENT_UPDATED_AT,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-AMERICAN-NETTIE	American Nettie Mine / American-Nettie Group	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-ATLAS-MINE-MILL	Atlas Mine & Mill Complex	Ouray	MEDIA_PACKAGED_STATUS_MISSING,MEDIA_RIGHTS_MISSING,MEDIA_SOURCE_PAGE_MISSING,MEDIA_STATUS_INCOMPLETE,MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES	HIGH
CO-OURAY-BACHELOR-SYRACUSE	Bachelor–Syracuse Mine Tour	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-CALLIOPE	Calliope Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-CAMP-BIRD	Camp Bird Mine & Mill	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-DUNMORE	Dunmore Mine / Dunmore Lode	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-FORT-PEABODY	Fort Peabody / Imogene Pass Guardhouse	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-GENESEE-VANDERBILT	Genesee–Vanderbilt Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-GOVERNOR-BASIN	Governor's Basin Mining District / Governor Basin Mining Complex	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
CO-OURAY-GRIZZLY-BEAR	Grizzly Bear Mine	Ouray	MISSING_CONTENT_UPDATED_AT,MISSING_OR_BAD_COORDINATES,PLACEHOLDER_CONTRACT_INCOMPLETE	HIGH
